number,category
9573520938,spam
6244755577,spam
6164339485,not spam
8192188130,spam
7901324877,not spam
9232249613,not spam
9265946533,not spam
6428406863,spam
9402641822,spam
6167333402,spam
7095248812,not spam
7575946851,not spam
9296149001,not spam
9935419192,not spam
6479141298,spam
8532100034,not spam
9187250311,not spam
7596025305,not spam
8364542694,not spam
8251526898,not spam
7353922903,not spam
6201381234,not spam
6949473998,spam
8242342492,not spam
9769933023,spam
8915828821,spam
9125243325,not spam
8610009372,not spam
6188201528,not spam
6552299452,not spam
9954822124,not spam
8557669518,spam
9607284036,not spam
7281636063,not spam
9976102313,not spam
7020127492,spam
7794417801,not spam
8454631980,not spam
9490087811,not spam
8202538759,not spam
6286963123,not spam
9800350138,not spam
9134445954,not spam
9047227142,spam
7620913207,spam
7159111864,not spam
7127122586,spam
7888742330,not spam
7174808447,spam
9588194931,not spam
7873579065,not spam
7160070086,not spam
6940725660,not spam
6557909962,not spam
7386183875,not spam
8615105861,not spam
9298239610,not spam
7187455185,spam
9413034610,not spam
7416208733,spam
7588519266,not spam
7051737197,not spam
9648508720,not spam
8880871530,not spam
9227340701,not spam
7172911031,spam
7526422049,spam
7387111024,not spam
8587785026,not spam
8550960104,spam
8555487642,not spam
8412610347,not spam
8967672334,spam
7746970510,not spam
7775118228,not spam
9474006946,spam
9456813240,not spam
7376012514,spam
9032786669,not spam
8267640592,not spam
9370493367,not spam
6796938553,spam
6718315652,not spam
6501384163,spam
9378226666,spam
7806745552,spam
7385150186,not spam
6231135675,not spam
6999531044,spam
6503835533,not spam
6504267171,not spam
6163365647,not spam
6548755290,spam
7383038135,not spam
6384553882,spam
8614246650,spam
7081140435,not spam
7122828765,spam
9078445659,not spam
6067418769,not spam
9686260591,not spam
8898106563,not spam
7254836896,not spam
6429884386,not spam
8688075934,not spam
6623344873,spam
6691471832,not spam
9154939753,not spam
7355596151,not spam
6796588388,not spam
7769718409,spam
7867779380,not spam
7156780024,spam
9161845389,not spam
7171826307,spam
8515277178,not spam
9544485805,spam
9669831548,not spam
6497954382,not spam
7789618675,not spam
7116750119,spam
7888901673,spam
8460581097,not spam
6031638815,not spam
8491441831,spam
7037885793,spam
6674043116,not spam
6744213554,not spam
6149484723,not spam
6261880162,not spam
6872532900,not spam
6664639237,spam
7431971075,not spam
9698837410,not spam
6903090142,not spam
9727506607,not spam
6557547574,spam
7901476930,not spam
7322114289,spam
9739505611,not spam
7935723003,spam
9275899518,spam
9643556200,spam
7669701341,not spam
6271938979,not spam
6443696553,not spam
7522869675,not spam
8665340470,not spam
9274931796,not spam
8360133992,not spam
7096147255,not spam
7459064496,spam
7834700026,not spam
9037210246,spam
6687450477,not spam
9634891921,not spam
8344027661,not spam
7164266010,not spam
8236527233,not spam
9840931711,not spam
8407954909,not spam
8551560968,spam
6724694794,not spam
7574414627,not spam
9894367105,not spam
8530205026,not spam
6960073528,spam
6505412063,not spam
6118514436,not spam
9297911142,not spam
8338976874,not spam
9203048247,not spam
6331727547,not spam
8961833053,spam
8054637086,spam
6267780057,spam
9400350836,not spam
6180450790,not spam
6735051609,not spam
9119204185,not spam
8510943830,not spam
9322927923,not spam
8473532565,not spam
8336126147,spam
9426856062,spam
9460820886,not spam
9461324527,not spam
6863978537,not spam
8309887479,not spam
6990757206,not spam
8802430610,not spam
8659088958,not spam
8709792387,spam
6801798298,spam
6991061517,spam
8811739996,not spam
9252447927,not spam
7931659895,not spam
8788727731,spam
9374685663,not spam
9850950331,not spam
8027320705,not spam
9621611114,not spam
6763920611,spam
8900719476,not spam
6507684264,spam
7805842028,not spam
6933562943,not spam
6921711130,not spam
7664622719,spam
7634834914,spam
9910478683,not spam
6496468176,not spam
9976470904,not spam
8235523877,not spam
8385723734,not spam
9814354238,not spam
9418494786,not spam
8984967538,not spam
8700300651,spam
6166385991,not spam
9892258856,spam
9684033419,spam
7110714289,not spam
6619527297,not spam
9662991694,spam
9025456633,not spam
9505511628,not spam
6892694998,not spam
9774640055,not spam
6535821124,not spam
6283441529,not spam
7552594385,not spam
6048384066,not spam
7555587786,not spam
8940183861,not spam
8802908246,not spam
7829521428,spam
6656490736,not spam
6105439658,not spam
9491932217,not spam
8968108763,not spam
6478237436,not spam
6689114347,spam
6579004414,not spam
9544822104,spam
6478414066,not spam
6137313240,not spam
9148866284,not spam
9270741859,not spam
7883757752,not spam
8937765782,spam
8748216810,not spam
8251163283,not spam
7111320038,not spam
8232971897,not spam
6981011897,not spam
6270086066,not spam
8777199600,not spam
9840253414,not spam
7282848031,not spam
8974111107,spam
9269907818,spam
7206976250,not spam
8051171119,not spam
9150724408,not spam
7144788599,spam
9170322215,not spam
9358306131,not spam
9019579723,not spam
9279141365,spam
9869114201,not spam
8004123542,not spam
7182579408,not spam
7103063341,spam
6116474911,not spam
9420503929,not spam
7358132332,not spam
8827906389,not spam
9604328775,not spam
8150570262,not spam
7621936567,not spam
7114026676,not spam
8244235230,not spam
8345620780,not spam
6467387259,spam
7021331725,not spam
7081052376,not spam
6579549255,spam
8850351036,not spam
8378005521,spam
8205574358,not spam
6534525842,spam
9937958524,not spam
7765330282,not spam
8993833155,not spam
8169263765,not spam
8901164756,not spam
6297056195,spam
9039898648,not spam
9033902084,not spam
9745704722,not spam
6505842158,not spam
8693517168,spam
9755536932,not spam
9097296334,spam
6851930535,spam
9200383462,not spam
6537877090,not spam
6693514703,not spam
8853216745,spam
9649483389,spam
7688546910,not spam
6266650170,spam
8724636790,not spam
9437998515,not spam
8914948076,spam
7498720755,spam
7148641648,spam
8710114173,not spam
7342371899,not spam
8723930908,not spam
6635771070,not spam
9033675154,not spam
8339909398,not spam
9131367624,not spam
6477700519,not spam
8902333546,spam
6603233037,spam
8434141044,not spam
6369525791,not spam
8854576771,spam
7645870442,spam
9773776900,not spam
8150477992,not spam
9376157792,spam
7950512822,spam
7042509420,not spam
8573453670,not spam
8870481235,spam
7436704237,not spam
9560197541,spam
6313318740,not spam
6091593920,spam
7709645092,not spam
6946973168,not spam
7140453977,not spam
8167568176,not spam
7780544490,not spam
7554767882,not spam
9008071317,not spam
7557461677,spam
9914893157,not spam
7733924842,not spam
8433343561,not spam
6881364449,spam
6532793639,not spam
9351199070,not spam
9658136547,not spam
7396559795,not spam
6812189036,not spam
9620417469,not spam
8279995144,not spam
6636184984,not spam
7417529465,not spam
8987414383,not spam
7425747315,not spam
9300285203,not spam
6877220926,not spam
7069670486,spam
7523466359,not spam
8538376190,not spam
6605364727,spam
8910967452,not spam
8235967491,not spam
8584616879,not spam
6505751356,spam
6966542573,not spam
6823689561,not spam
9851892005,not spam
7949082180,not spam
7073207198,not spam
7699740047,spam
8296800519,not spam
6888319728,spam
7359093890,not spam
9185145522,spam
9752488750,not spam
6049589686,not spam
6385290302,spam
9445773125,not spam
9966052910,not spam
6703235901,not spam
6765831536,not spam
7492352177,not spam
7021870998,not spam
8213166043,spam
8758084206,not spam
9518130630,spam
8775218047,spam
6686042133,not spam
6388469576,not spam
8251574042,not spam
7494120543,spam
6324623858,not spam
9858906513,not spam
8558547085,not spam
9686511790,spam
9952538161,not spam
8045851882,not spam
7410534645,not spam
9863083066,not spam
7184746765,not spam
9280623744,not spam
7709695754,not spam
7993008441,not spam
8216851922,spam
8175098469,not spam
9517474940,spam
6227606228,not spam
8412871162,not spam
9570637307,spam
9202190798,not spam
7459796327,not spam
7101188336,not spam
7341201856,not spam
7572235047,not spam
9462584241,not spam
7851698232,not spam
9904689741,spam
8253625444,not spam
6064255878,not spam
8523824144,spam
7840700824,not spam
7201304498,not spam
8064344604,spam
9557405334,spam
7293173047,spam
7350596389,not spam
8209012807,not spam
7542486993,not spam
7924157066,not spam
8881346372,not spam
8046679066,not spam
7792944134,not spam
6199313746,spam
9384106221,not spam
8076857952,not spam
7893957602,not spam
7812895135,not spam
8478316233,not spam
6449570793,spam
8008962644,not spam
6013013628,spam
8085101801,not spam
7465032395,not spam
7006786840,spam
7876376233,not spam
8399476404,spam
9883933162,not spam
8885915496,not spam
7739806953,spam
7123044982,spam
8794052836,not spam
9880973844,spam
8873060719,spam
8858157147,not spam
7496022359,spam
9972629819,spam
8064941670,not spam
8918952877,not spam
8448918673,not spam
6162207956,not spam
6830276286,not spam
9010165214,not spam
7117357335,not spam
7440848502,not spam
9788710706,not spam
7414918301,spam
7898822013,spam
7627312618,spam
7148789592,not spam
7619808673,not spam
7788089233,not spam
8606948050,not spam
6083990717,not spam
8689549643,not spam
9889441404,not spam
8731878916,spam
8983399725,not spam
8677012651,spam
9629961393,not spam
7924842857,not spam
8845118566,not spam
9351512536,spam
9618486544,not spam
7096702235,not spam
6152451413,not spam
9768799403,not spam
9080749782,not spam
8247022144,spam
8040403161,spam
9048935277,not spam
7791552259,not spam
6067258818,spam
7557232805,spam
7215687743,not spam
8828897309,spam
6961526621,not spam
8126598841,spam
6801789237,spam
6041173925,not spam
9719778177,not spam
8019895850,not spam
8689874655,spam
6851080003,not spam
6057437965,not spam
7962855552,spam
7006628555,not spam
7021980908,not spam
9287302130,spam
6953109575,spam
6210464658,not spam
8015830239,not spam
8492065604,not spam
9460700060,not spam
6301770048,not spam
8105549521,not spam
7698954772,not spam
7871625772,not spam
6771549756,spam
6319390300,not spam
6020601639,not spam
9547280768,not spam
8628467680,not spam
7394831215,not spam
9735943084,not spam
6579232496,not spam
6140998378,not spam
6620584922,spam
6330519680,not spam
9523242731,not spam
7963508613,not spam
7658520330,not spam
7187219295,not spam
6863370189,not spam
7441439303,not spam
9800099061,spam
8303459714,not spam
8899923887,spam
7849605456,not spam
6209914974,not spam
9634349460,not spam
8378805030,spam
7119398774,spam
9826893326,spam
7381692764,spam
7006997637,not spam
7747859854,not spam
6741181868,not spam
8508916853,spam
6511930032,not spam
6210961892,not spam
8070065771,spam
9860541906,not spam
9046265685,not spam
6173653705,spam
8418008346,not spam
6934592425,not spam
9268156994,spam
7244205042,not spam
7079576827,spam
9332915649,spam
9094231456,spam
6094914566,spam
8535380877,not spam
9295765507,not spam
8820164772,not spam
8857016005,spam
6594915616,not spam
6769799774,spam
9434973053,not spam
7263394825,not spam
9797284155,not spam
8896109065,spam
6194956057,spam
8011777543,spam
6918189661,not spam
7511576365,spam
9171892649,spam
7877869483,not spam
9016291031,not spam
7766173921,not spam
8073231931,not spam
6735227702,not spam
8487989889,not spam
7056641034,not spam
6357391532,not spam
8324523476,not spam
6991132322,not spam
7439357334,not spam
9980035763,not spam
8899841833,not spam
6770952789,not spam
8948156773,not spam
7837858550,not spam
9923308533,not spam
9949206263,not spam
7697968480,not spam
8041093113,not spam
7193209757,not spam
7721360052,not spam
7209631979,not spam
7776367118,spam
7473966887,not spam
7664552493,spam
6039657122,not spam
8387625477,spam
7543522125,not spam
8947461791,not spam
7001626406,not spam
9713010401,not spam
8486650645,not spam
9714105250,not spam
7965005026,spam
7243646939,spam
6576202776,not spam
7361444985,not spam
9337047879,not spam
8103931459,not spam
9657766461,not spam
8295797577,not spam
6130566347,not spam
7120244516,not spam
9069988577,not spam
7079092296,spam
8933454085,not spam
7884845025,spam
7240317688,not spam
8608176698,not spam
8420194685,not spam
7973576103,not spam
7706974792,not spam
7650950748,not spam
8955114763,spam
8809045332,spam
7253909603,spam
8395586343,spam
6975618097,spam
9671864574,not spam
8369026016,spam
8785467394,not spam
9824517039,not spam
6138205833,not spam
6397357806,not spam
8551955701,not spam
9163009444,spam
9954914464,not spam
9461157084,spam
8640947556,not spam
9040616769,not spam
8651882340,not spam
9094596146,not spam
9067865068,not spam
8616822144,not spam
7466752270,not spam
6490371452,not spam
9293000562,not spam
6060545559,not spam
8681041446,not spam
7230108943,not spam
6331620181,spam
8988403535,not spam
6509961156,not spam
6608756266,spam
9563219963,not spam
7168940134,spam
9367713600,not spam
9414273998,not spam
6286876819,spam
7331760217,spam
8496220081,not spam
7748634034,not spam
7888012679,not spam
7170961279,not spam
9226774371,spam
9150975600,spam
9800732782,not spam
9031948808,not spam
6887510639,not spam
6923496858,spam
7091057656,spam
8031874027,not spam
9299635574,not spam
7666952217,not spam
6186024814,not spam
9346446112,not spam
6651947319,not spam
9859546722,spam
7925128563,not spam
6468832654,not spam
8243284291,not spam
8405462687,not spam
7434463351,not spam
6986346263,not spam
9373177134,not spam
6612842412,spam
9509346991,not spam
6312415028,spam
6063031005,not spam
7047028985,not spam
7475820737,spam
6116570735,not spam
6675416728,not spam
8424611571,not spam
7345331416,not spam
9873489535,spam
8278421659,not spam
8709661989,not spam
9140803146,not spam
7809150238,not spam
7980790693,spam
7056246199,not spam
9369526865,not spam
8773053030,not spam
8242586311,not spam
9227153184,not spam
7859150409,spam
8835006587,spam
9493504877,spam
9808069934,not spam
8568294630,spam
9198223851,spam
6822756287,not spam
8442975698,not spam
9753249662,not spam
6996281196,spam
6709563123,spam
9834538415,spam
9789749606,not spam
6068741794,spam
9958612626,not spam
8584195582,not spam
9796539334,spam
9843926724,not spam
8489998184,not spam
8141625495,not spam
8473308807,not spam
6156785330,not spam
6792347707,spam
9893096677,spam
6857682189,not spam
7622737894,spam
8716801414,spam
8716990507,not spam
6160073862,not spam
7910235388,not spam
9619403850,spam
9768668253,not spam
9932227281,spam
6941220010,not spam
6177473753,not spam
8953033324,not spam
9510363874,spam
8560371887,not spam
6291345241,spam
7701721212,not spam
9193587871,spam
9119390132,not spam
8228377773,spam
9150581074,not spam
6277233530,not spam
8422183760,spam
8316781577,not spam
8618463540,spam
8355410943,not spam
6554518092,spam
7394896287,not spam
6938826355,not spam
9294485993,not spam
7075608583,not spam
7620293970,spam
7730457081,not spam
7179396998,not spam
9388441939,not spam
8342120536,spam
7217329048,not spam
9294016895,not spam
7160107791,not spam
6609919493,not spam
7982720051,not spam
8484304072,not spam
7308703159,not spam
8672690561,not spam
8041622711,spam
6510110072,not spam
8244204702,not spam
7735332689,not spam
8442713709,not spam
8847283121,not spam
6013300784,not spam
7703467746,spam
7032880816,not spam
7170123916,not spam
9245795728,spam
7292613356,spam
7116530543,not spam
9717761434,not spam
6947515573,not spam
8100452550,not spam
7804917956,not spam
7612580698,not spam
6214259178,not spam
6618988537,spam
9992398538,spam
7685705588,not spam
9561340682,not spam
9983756917,not spam
7862379552,spam
6577551228,not spam
8627799911,not spam
6177690214,not spam
7756462342,not spam
8445502332,spam
7517915726,not spam
6609822406,not spam
6532497637,not spam
7786962362,not spam
8826676219,not spam
9317321997,spam
9100647289,not spam
7674013423,spam
9071028619,not spam
8332421163,not spam
7762690649,not spam
9993819645,not spam
7409076756,spam
8590743027,not spam
9746436550,not spam
6263706346,spam
8781192056,spam
9121337840,spam
7653086944,spam
6398805428,not spam
8419619222,not spam
7752388666,not spam
8539102308,not spam
6482386047,not spam
8708824743,not spam
9744284048,not spam
7579505294,not spam
9398852872,not spam
6363931153,spam
6001732760,not spam
6374799048,not spam
9695618002,spam
9036330226,not spam
9389008732,not spam
9094970084,spam
6787755349,not spam
9706770543,spam
9536631147,not spam
6601707120,spam
7853169847,not spam
7993977063,not spam
9420476393,not spam
9028437885,spam
9900470095,not spam
8972991016,not spam
7424233755,not spam
7705895970,spam
9056679968,spam
6419804492,not spam
7512598973,not spam
7119803556,not spam
9479157875,not spam
7899743003,spam
8092980487,not spam
9564743159,not spam
6859921644,not spam
6743909671,not spam
7890341865,not spam
8468458748,not spam
6029027002,not spam
7690882198,not spam
9284335857,not spam
9065953341,not spam
9732101009,spam
9875655975,not spam
9878938351,not spam
9329220512,not spam
7847785259,spam
8971502546,not spam
8737395167,spam
8416922292,spam
9679399765,not spam
9092557820,spam
6847588095,not spam
7360225354,not spam
8127759431,not spam
6503332782,spam
8446441122,not spam
9339522672,spam
7242569881,not spam
9228472608,not spam
7806021849,spam
9497002352,spam
7612617093,not spam
8874178978,spam
9488317119,not spam
8302888783,not spam
6717158942,not spam
9815115186,not spam
7354574546,not spam
6895269531,not spam
7455406823,not spam
8387701483,not spam
8028291001,not spam
6334631101,not spam
9758082771,not spam
7844854713,not spam
8386410242,not spam
7419331337,not spam
8379345605,not spam
6002958195,not spam
9983550709,not spam
6773973105,not spam
9646956014,spam
6682809469,not spam
7890082184,not spam
9438250795,spam
6692161284,not spam
7171623551,spam
6941685430,not spam
7103173184,not spam
6187010925,not spam
9360257029,spam
8733934287,not spam
8802669027,spam
7492104240,not spam
7341422200,spam
6945417598,spam
8488402397,not spam
6241972981,not spam
8079945146,spam
9345092560,spam
6547586183,not spam
6520485567,not spam
9034539644,spam
7736209699,not spam
7020784529,not spam
9065839974,spam
9721635250,not spam
9604610983,not spam
7841275803,not spam
6206659866,not spam
7826262995,not spam
8301521100,not spam
8192011640,not spam
6728035390,not spam
6742709301,not spam
8715065888,not spam
7197922612,spam
6504724140,not spam
6475722742,not spam
6493796761,not spam
8070799765,spam
6084018900,not spam
7120774735,spam
9066240080,spam
8291491391,spam
9084397534,spam
7254017862,spam
8782068335,not spam
6892835749,not spam
7271234307,spam
7004305635,not spam
6953251612,spam
6432521806,spam
7751830975,not spam
8681024087,not spam
8758476459,spam
7516150819,not spam
7816890250,not spam
7934055458,not spam
7631380986,spam
8363079579,not spam
9716505201,not spam
7022433431,spam
7229683318,spam
8269896994,not spam
6659876462,not spam
7428667307,spam
8968896118,not spam
8914274747,not spam
7090151585,not spam
8498392205,not spam
9008070888,not spam
8618606152,spam
6984754487,not spam
8616081431,not spam
7899332857,not spam
8166254062,not spam
6507817991,not spam
8628777143,not spam
7013415523,spam
7277556232,spam
9952234028,not spam
7042755576,not spam
8968686412,not spam
9470645344,not spam
8744405458,not spam
8825175761,spam
9884752124,not spam
7942673762,spam
9416145458,not spam
8563469424,spam
8343138353,not spam
8478486189,not spam
9219404078,spam
9437537198,spam
6449641707,not spam
7553870980,not spam
8412861602,not spam
8607919793,not spam
6923334214,not spam
9208511509,not spam
7606339532,not spam
8751022949,not spam
6910342839,not spam
8983722336,spam
9054840590,not spam
9468718347,not spam
6127373548,spam
7762886198,not spam
9108955294,not spam
9695716226,not spam
9269879849,not spam
8091816344,not spam
6065976774,spam
6559519891,not spam
6504004086,spam
9980903583,not spam
6444792635,not spam
8727957395,not spam
8512483892,not spam
6393417002,not spam
7089314203,not spam
9244651252,spam
9337850022,not spam
8472640088,not spam
9354398175,spam
7815079681,not spam
9408597115,not spam
6923519955,not spam
7819163685,not spam
6462041993,not spam
6848974428,not spam
7250952948,spam
7793242328,not spam
7610304321,not spam
9688991538,spam
9968941235,not spam
9378128149,not spam
9424086642,not spam
6463002506,not spam
6238728128,not spam
9931050815,not spam
9814871147,not spam
6493680610,spam
6635774650,not spam
9512442994,not spam
6703704760,not spam
8047988740,spam
9548497367,not spam
9896527295,not spam
9903669063,not spam
6558715400,spam
7289557952,not spam
8914502760,spam
9974975785,spam
6688945396,not spam
9695805200,not spam
8149095143,not spam
9511398462,not spam
9090165218,spam
8538392488,not spam
9355835180,not spam
9225837373,not spam
7766985957,not spam
6275666879,not spam
8557149810,not spam
6645614804,not spam
9769852936,spam
6969577871,not spam
8732444640,not spam
8586620418,spam
9453808167,spam
8580209507,not spam
9463079446,spam
6016862032,not spam
7687469443,not spam
6199536717,spam
8961110722,not spam
8095996988,spam
7670762430,spam
6597573412,not spam
7007484639,not spam
8688143143,not spam
9781284535,spam
9172651741,not spam
9209734093,not spam
9303655567,not spam
6010438466,not spam
7773609588,not spam
7945777093,spam
6904674907,spam
6565574076,spam
9508623152,not spam
7253181099,spam
7335052425,not spam
6666128126,spam
9303819887,not spam
8985252839,spam
6286744452,spam
9842874026,spam
8508821774,not spam
6150475118,not spam
8030759712,not spam
6030011847,not spam
8739296423,not spam
8138997620,not spam
6821234164,not spam
6259808996,spam
7863668767,not spam
7292115202,spam
9665032353,spam
9753805964,not spam
9004671077,not spam
8893380404,not spam
6373953352,not spam
6111135207,spam
8038095142,not spam
7502526094,not spam
7286875438,spam
7197577718,not spam
6118355875,not spam
6988260354,spam
7455267231,spam
8804352656,not spam
7792031408,not spam
6722372204,spam
7872079036,not spam
8648094246,not spam
8701855949,not spam
6187502985,not spam
8705503098,not spam
7052969151,spam
8989291112,not spam
8322348062,not spam
7854661425,not spam
8063183621,not spam
7283754670,not spam
6264893592,not spam
7710646792,not spam
6062110364,not spam
8514408224,not spam
8976862795,not spam
6727653401,not spam
9011628779,not spam
9584023113,not spam
8079246307,not spam
8625263568,not spam
8290121502,not spam
8700198841,not spam
9952501549,spam
6601516611,not spam
8562447774,not spam
8607110249,not spam
8199401479,not spam
8469114489,spam
9365849075,not spam
8219234500,not spam
6524792495,not spam
9017759787,not spam
9942159794,not spam
8490384587,not spam
8659542358,not spam
9485592161,not spam
7930660404,not spam
9411529156,not spam
7869329553,not spam
7424493010,not spam
6259801555,not spam
8186192369,spam
6379752835,not spam
7105747985,spam
9362607529,not spam
8166166529,spam
8287321022,not spam
9079731768,not spam
6232546340,not spam
7574466126,not spam
9225598598,spam
9065692142,not spam
7647135109,not spam
6022576609,not spam
9287628703,spam
8071767676,not spam
6450909546,spam
7913272445,not spam
7453067934,not spam
6079744706,not spam
6243905647,not spam
6418548297,not spam
7668551106,not spam
7861817044,spam
9418799693,not spam
7176533263,not spam
8986440675,not spam
9689880797,spam
7795229463,not spam
6019656505,not spam
7220362436,not spam
9396911682,not spam
6144873097,spam
8995425067,not spam
7518364023,spam
9646003979,spam
8295710003,not spam
6458012113,not spam
6937778108,spam
7848270532,not spam
6620488565,not spam
6733929281,not spam
8988477202,not spam
9947465228,not spam
9880268520,not spam
7721003298,not spam
8665233958,not spam
9551600838,not spam
9474144553,not spam
6296162147,spam
6610891761,spam
6822799494,spam
8902947271,not spam
6344492960,not spam
8587332634,not spam
6139186602,not spam
6913707182,spam
7341140707,not spam
8989880600,not spam
7883840994,not spam
7372182505,spam
7245066606,not spam
6091214916,not spam
7259367123,not spam
9115617217,not spam
9490536523,not spam
7468908169,not spam
7082006329,spam
8129816311,not spam
7969131574,not spam
6416703457,not spam
7291466249,spam
7574374791,spam
7777640344,not spam
9120826000,not spam
9914739919,spam
8644726603,not spam
7496086424,not spam
8767873223,not spam
6962807416,spam
6061366106,not spam
6772451310,not spam
7152533067,not spam
8866957093,not spam
6988943959,not spam
9177929284,not spam
7468954870,not spam
8625638276,not spam
7970900671,not spam
7534566052,not spam
9650168279,spam
6108819802,not spam
6656104572,spam
7171034248,spam
8804560145,not spam
7425802657,spam
6215828223,spam
6414268708,not spam
9030263865,spam
6989508906,not spam
9266768773,spam
6905382737,spam
8452998083,not spam
9422263822,spam
7072045880,not spam
7445079936,not spam
8974860435,not spam
6246350232,not spam
6085899673,spam
8064943731,spam
7271471514,not spam
7483160244,not spam
8841642385,not spam
6463047265,not spam
7235942229,not spam
6012688765,not spam
6618612782,not spam
9210284982,not spam
8857277711,not spam
7241784936,not spam
8616389594,not spam
9058294111,not spam
7505499397,not spam
8191397741,not spam
7098866543,not spam
9722027576,spam
9605106187,not spam
9569837606,not spam
9888327874,not spam
9741912681,spam
9672922052,not spam
9928970972,not spam
8132318894,not spam
9688391136,not spam
9313176278,not spam
7942587288,not spam
6881271517,spam
6821912990,not spam
7481367860,spam
6247878379,not spam
6909795772,spam
9738977812,not spam
6792995209,not spam
8207715649,not spam
8914719300,not spam
9946035919,not spam
9756505403,not spam
9087381661,spam
9081427060,not spam
8058983973,not spam
6588486520,not spam
8225229869,not spam
7820606669,not spam
7694401957,not spam
8654531354,not spam
6174176184,not spam
7081026638,spam
7006825858,spam
7128000572,spam
8718908176,not spam
7651955337,not spam
8842393539,not spam
9278421241,not spam
7965525537,spam
6913286678,not spam
9420033140,not spam
7566125563,spam
8525817839,not spam
6896553179,not spam
9634805084,spam
8455544795,spam
9642697185,spam
8924953754,not spam
6763275959,spam
9848022801,not spam
8118870478,spam
9452629844,not spam
7489542628,not spam
7829332430,not spam
9370926314,spam
7206157322,not spam
9961290248,spam
7833456584,spam
6802542113,not spam
8425670391,not spam
9157306559,not spam
8092007924,not spam
6493856881,not spam
8990930628,spam
9819567148,not spam
7994106709,not spam
7853374062,spam
6480873838,spam
8402959929,not spam
6493369698,not spam
7433393345,not spam
6194501180,not spam
6787632528,spam
8631839472,not spam
9747187774,spam
7043111976,not spam
9233099398,not spam
9296602960,not spam
8906975398,not spam
7448997981,not spam
8234050378,spam
8852654528,not spam
7659816661,spam
6837071562,not spam
7038536385,not spam
9807179586,spam
8843572076,not spam
8776849199,not spam
7910413770,not spam
6545859180,not spam
7595583387,spam
8548048219,not spam
6295701397,not spam
6772002142,spam
7555594366,not spam
6244484630,not spam
8074683105,spam
6479118223,not spam
6867061222,spam
7897553313,not spam
6963923991,not spam
7796081534,not spam
7429453377,not spam
8637545373,spam
9676057879,not spam
6267681804,not spam
9637696505,not spam
9129285653,not spam
9468357687,not spam
9949465672,not spam
9556813814,spam
9291704081,spam
8655083745,not spam
6504102133,not spam
6854834195,not spam
7576331140,not spam
6599368395,not spam
9121750529,not spam
6450128424,not spam
7910578122,not spam
7295894328,not spam
7196593220,not spam
6301928718,spam
9467369032,not spam
7114384405,not spam
9753477296,not spam
6728069769,spam
7609915538,not spam
6542573123,not spam
8900554443,not spam
9818875916,not spam
9091826825,not spam
6965342793,not spam
6217699765,not spam
8446109853,spam
7161139724,spam
9310027276,spam
8390913802,not spam
8520443485,spam
7929151210,not spam
9365003070,spam
8190949374,not spam
7989072978,not spam
7896000541,not spam
8093812862,not spam
9686265301,not spam
6547519244,not spam
9360070537,not spam
6768625481,not spam
8900972978,not spam
7960024072,not spam
7446678065,not spam
8273127357,not spam
6971715946,spam
8125520376,spam
9314800765,not spam
8525724060,not spam
9824386148,not spam
8276517380,spam
9579999242,spam
9245104161,not spam
8629999147,spam
9630244874,spam
6717129276,spam
8847185889,not spam
9489554845,not spam
7083007009,not spam
8933806486,not spam
6561970416,spam
7221254447,spam
7346572726,not spam
9590856937,not spam
9845144835,spam
7708481703,not spam
6893775619,not spam
6341609028,not spam
7980852929,not spam
6778369915,not spam
7349167372,spam
9987057041,not spam
6214157771,spam
9015995285,not spam
6370611957,not spam
7268139144,not spam
7152803628,not spam
9181887140,spam
8149920995,not spam
8354391822,not spam
8540035985,not spam
9237762625,not spam
9903576427,not spam
9623753899,not spam
9389837747,not spam
7925927569,spam
7159169509,not spam
6814155455,not spam
8177566644,not spam
8065063830,not spam
9154844822,not spam
7111471596,not spam
6963548128,spam
7270024561,not spam
6680891409,not spam
6690047581,not spam
9038235790,not spam
7475171520,spam
6879936220,not spam
8261895619,not spam
7155297416,not spam
8176538411,not spam
6167407829,not spam
7614953161,not spam
9008757651,not spam
6970613287,spam
8876293151,not spam
7911048100,not spam
8114824376,spam
8586186520,not spam
8261237350,spam
7427379064,not spam
8725472077,not spam
6097311258,not spam
7338716411,not spam
6639246122,not spam
6120630708,spam
8714494670,spam
6569880013,spam
7780100124,spam
9504635635,spam
8254584298,spam
7115670733,spam
8949761718,spam
9261375111,not spam
8837736261,not spam
9736585731,spam
7769186682,not spam
9543983203,not spam
6520341362,not spam
9162561720,not spam
7031103570,spam
7746328221,not spam
9818878802,spam
8091674691,not spam
9813300904,not spam
6515298962,not spam
9116718580,not spam
7927785941,not spam
8366875751,not spam
6686401135,not spam
6123420454,spam
7439362034,not spam
8531193534,not spam
8979673097,not spam
8849534638,not spam
7111105622,spam
6930802345,not spam
9289111179,not spam
8813867948,spam
8235380649,not spam
9341338525,spam
8296534091,not spam
6891494425,not spam
9808548486,not spam
9932592989,spam
6695059591,not spam
9734056496,not spam
8649733497,not spam
6334875029,not spam
8045772709,not spam
9584662965,spam
7792857060,spam
7573289964,not spam
8449496420,spam
6494188073,not spam
6876771498,spam
9641285358,not spam
6198469954,spam
7293504609,spam
8176054181,spam
8984468830,not spam
9778222507,not spam
9835684277,not spam
9641658651,not spam
8607579138,not spam
9540128654,spam
7898785868,not spam
7268528379,not spam
